Hugo_Symbol	NTN006_Baseline	NTN007_Baseline	NTN012_Baseline	NTN014_Baseline	NTN017_Baseline	NTN020_Baseline	NTN021_Baseline	NTN022_Baseline	NTN023_Baseline	NTN025_Baseline	NTN029_Baseline	NTN031_Baseline	NTN033_Baseline	NTN038_Baseline	NTN042_Baseline	NTN040_Baseline	NTN046_Baseline	NTN049_Baseline	NTN052_Baseline	NTN050_Baseline	NTN057_Baseline	NTN056_Baseline	NTN058_Baseline	NTN060_Baseline	NTN062_Baseline	NTN063_Baseline	NTN069_Baseline	NTN074_Baseline	NTN076_Baseline	NTN080_Baseline	NTN081_Baseline	NTN083_Baseline	NTN084_Baseline	NTN085_Baseline	NTN087_Baseline	NTN089_Baseline	NTN039_Baseline	H36960.002_Baseline	H36960.023_Baseline	H36960.019_Baseline	H36960.008_Baseline	H36960.018_Baseline	H36960.009_Baseline	NTN011_Baseline	NTN013_Baseline	NTN044_Baseline	NTN072_Baseline	H36960.014_Baseline
CALML4	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
CLN6	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
FEM1B	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
ITGA11	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
CORO2B	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
ANP32A	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
ANP32A-IT1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
MIR4312	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
MIR548H4	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
NOX5	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
SPESP1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
LINC00277	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
GLCE	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
PAQR5	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
KIF23	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
RPLP1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
RP11-279F6.1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
LINC00593	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
TLE3	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
MIR629	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
UACA	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
LARP6	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
LRRC49	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
THAP10	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
CT62	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
THSD4	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
NR2E3	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
MYO9A	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
SENP8	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
GRAMD2	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
PKM	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
PARP6	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
CELF6	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0
HEXA	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0
HEXA-AS1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0
TMEM202	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0
ARIH1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0
MIR630	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0
GOLGA6B	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0
HIGD2B	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0
BBS4	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0
ADPGK	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0
ADPGK-AS1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0
NEO1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
HCN4	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
C15orf60	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
NPTN-IT1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
NPTN	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
CD276	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
C15orf59	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
TBC1D21	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
LOXL1-AS1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
LOXL1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
STOML1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
PML	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
GOLGA6A	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
LOC283731	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
ISLR2	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
ISLR	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
STRA6	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
CCDC33	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
CYP11A1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
LOC729739	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
MIR6881	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
SEMA7A	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
UBL7	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
UBL7-AS1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
ARID3B	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
CLK3	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
EDC3	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
CYP1A1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
CYP1A2	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
CSK	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
MIR4513	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
LMAN1L	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
CPLX3	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
ULK3	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
MIR6882	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
SCAMP2	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
MPI	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
FAM219B	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
COX5A	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
RPP25	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
SCAMP5	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
PPCDC	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
C15orf39	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
GOLGA6C	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
GOLGA6D	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
COMMD4	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
NEIL1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
MAN2C1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
MIR631	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
SIN3A	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
PTPN9	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
SNUPN	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
IMP3	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
SNX33	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
CSPG4	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
ODF3L1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
DNM1P35	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
MIR4313	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
UBE2Q2	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
FBXO22	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
FBXO22-AS1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
NRG4	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
C15orf27	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
ETFA	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
TYRO3P	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
ISL2	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
SCAPER	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
RCN2	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
PSTPIP1	0	0	-1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	0
